Semester,Session,Batch,Roll No.,Assignment,Midterm,Ori Online Participation,Online Participation,Ori Group Project,Group Project,COURSEWORK,Alternative Assessment 01,Alternative Assessment 02,FINALS,TOTAL MARKS,GRADE
1,2020/2021,7,PDS343,8.5,13.2,15.0,10.0,10.5,15.5,47.2,13.0,15.0,28.0,75.2,A-
1,2020/2021,7,PDS344,10.0,16.0,15.0,10.0,12.9,17.9,53.9,17.0,13.0,30.0,83.9,A
1,2020/2021,7,PDS345,6.0,11.2,15.0,10.0,12.5,17.5,44.7,12.0,16.0,28.0,72.7,B+
1,2020/2021,7,PDS346,8.0,16.0,15.0,10.0,13.9,18.9,52.9,17.0,18.0,35.0,87.9,A
1,2020/2021,7,PDS347,6.5,17.6,15.0,10.0,12.8,17.8,51.9,13.0,20.0,33.0,84.9,A
1,2020/2021,7,PDS348,8.5,17.2,14.0,9.0,11.7,16.7,51.4,20.0,15.0,35.0,86.4,A
1,2020/2021,7,PDS349,6.0,12.4,15.0,10.0,11.7,16.7,45.1,13.0,12.0,25.0,70.1,B+
1,2020/2021,7,PDS350,10.0,13.2,15.0,10.0,13.7,18.7,51.9,10.0,16.0,26.0,77.9,A-
1,2020/2021,7,PDS351,7.0,8.0,5.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,20.0,F
1,2020/2021,7,PDS352,10.0,15.2,14.0,9.0,12.9,17.9,52.1,18.0,17.0,35.0,87.1,A
1,2020/2021,7,PDS353,10.0,16.4,15.0,10.0,12.8,17.8,54.2,14.0,14.0,28.0,82.2,A
1,2020/2021,7,PDS354,10.0,15.2,15.0,10.0,13.7,18.7,53.9,19.0,15.0,34.0,87.9,A
1,2020/2021,7,PDS355,6.5,14.4,13.0,8.0,12.5,17.5,46.4,14.0,15.0,29.0,75.4,A-
1,2020/2021,7,PDS356,8.5,16.0,15.0,10.0,10.5,15.5,50.0,12.0,16.0,28.0,78.0,A-
1,2020/2021,7,PDS357,10.0,16.4,15.0,10.0,10.5,15.5,51.9,11.0,13.0,24.0,75.9,A-
1,2020/2021,7,PDS358,6.5,16.8,15.0,10.0,12.8,17.8,51.1,15.0,18.0,33.0,84.1,A
1,2020/2021,7,PDS359,7.0,14.8,15.0,10.0,12.5,17.5,49.3,14.0,14.0,28.0,77.3,A-
1,2020/2021,7,PDS360,8.5,17.6,15.0,10.0,13.9,18.9,55.0,14.0,18.0,32.0,87.0,A
1,2020/2021,7,PDS361,8.5,17.2,15.0,10.0,12.8,17.8,53.5,11.0,17.0,28.0,81.5,A
1,2020/2021,7,PDS362,7.0,12.8,15.0,10.0,12.5,17.5,47.3,10.0,13.0,23.0,70.3,B+
1,2020/2021,7,PDS363,8.5,14.8,13.0,8.0,10.5,15.5,46.8,13.0,16.0,29.0,75.8,A-
1,2020/2021,7,PDS364,10.0,12.8,15.0,10.0,13.2,18.2,51.0,13.0,13.0,26.0,77.0,A-
1,2020/2021,7,PDS365,8.0,16.4,15.0,10.0,9.8,14.8,49.2,20.0,14.0,34.0,83.2,A
1,2020/2021,7,PDS366,8.0,12.0,8.0,3.0,13.9,18.9,41.9,13.0,11.0,24.0,65.9,B
1,2020/2021,7,PDS367,10.0,17.6,15.0,10.0,13.9,18.9,56.5,14.0,20.0,34.0,90.5,A+
1,2020/2021,7,PDS368,9.0,18.0,15.0,10.0,13.2,18.2,55.2,11.0,15.0,26.0,81.2,A
1,2020/2021,7,PDS369,9.0,16.4,15.0,10.0,13.2,18.2,53.6,15.0,16.0,31.0,84.6,A
1,2020/2021,7,PDS370,10.0,17.6,15.0,10.0,13.2,18.2,55.8,14.0,16.0,30.0,85.8,A
1,2020/2021,7,PDS371,9.0,16.8,15.0,10.0,13.2,18.2,54.0,13.0,17.0,30.0,84.0,A
1,2020/2021,7,PDS372,10.0,14.8,15.0,10.0,12.8,17.8,52.6,18.0,18.0,36.0,88.6,A
1,2020/2021,7,PDS373,10.0,11.2,15.0,10.0,13.2,18.2,49.4,12.0,14.0,26.0,75.4,A-
1,2020/2021,7,PDS374,9.0,17.6,15.0,10.0,11.3,16.3,52.9,18.0,15.0,33.0,85.9,A
1,2020/2021,7,PDS375,8.5,18.8,15.0,10.0,13.2,18.2,55.5,14.0,20.0,34.0,89.5,A
1,2020/2021,7,PDS376,10.0,16.8,15.0,10.0,11.3,16.3,53.1,13.0,9.0,22.0,75.1,A-
1,2020/2021,7,PDS377,7.0,17.2,15.0,10.0,13.7,18.7,52.9,10.0,10.0,20.0,72.9,B+
1,2020/2021,7,PDS378,10.0,15.6,15.0,10.0,12.8,17.8,53.4,13.0,14.0,27.0,80.4,A
1,2020/2021,7,PDS379,8.5,14.4,14.0,9.0,12.5,17.5,49.4,13.0,14.0,27.0,76.4,A-
1,2020/2021,7,PDS380,9.0,16.4,15.0,10.0,13.2,18.2,53.6,17.0,16.0,33.0,86.6,A
1,2020/2021,7,PDS381,10.0,16.8,15.0,10.0,12.8,17.8,54.6,18.0,13.0,31.0,85.6,A
1,2020/2021,7,PDS382,7.5,13.2,15.0,10.0,12.5,17.5,48.2,12.0,10.0,22.0,70.2,B+
1,2020/2021,7,PDS383,7.5,13.2,15.0,10.0,9.8,14.8,45.5,16.0,20.0,36.0,81.5,A
1,2020/2021,7,PDS384,9.0,15.2,15.0,10.0,12.5,17.5,51.7,14.0,15.0,29.0,80.7,A
1,2020/2021,7,PDS385,8.5,13.6,15.0,10.0,11.3,16.3,48.4,14.0,10.0,24.0,72.4,B+
1,2020/2021,7,PDS386,8.0,13.2,15.0,10.0,12.9,17.9,49.1,19.0,14.0,33.0,82.1,A
1,2020/2021,7,PDS387,9.0,16.8,15.0,10.0,9.8,14.8,50.6,14.0,11.0,25.0,75.6,A-
1,2020/2021,7,PDS388,8.5,16.0,15.0,10.0,12.5,17.5,52.0,14.0,14.0,28.0,80.0,A
2,2020/2021,8,PDS389,6.0,10.8,10.0,5.0,9.3,14.3,36.1,13.5,5.0,18.5,54.6,C
2,2020/2021,8,PDS390,6.0,18.0,13.0,8.0,10.3,15.3,47.3,18.0,15.0,33.0,80.3,A
2,2020/2021,8,PDS391,7.5,15.0,15.0,10.0,10.3,15.3,47.8,17.0,17.0,34.0,81.8,A
2,2020/2021,8,PDS392,8.5,17.2,7.0,2.0,10.6,15.6,43.3,17.0,14.0,31.0,74.3,B+
2,2020/2021,8,PDS393,10.0,19.2,15.0,10.0,11.2,16.2,55.4,18.5,16.5,35.0,90.4,A+
2,2020/2021,8,PDS394,6.5,10.8,13.0,8.0,9.3,14.3,39.6,13.0,12.5,25.5,65.1,B
2,2020/2021,8,PDS395,7.0,18.8,15.0,10.0,12.3,17.3,53.1,18.0,12.0,30.0,83.1,A
2,2020/2021,8,PDS396,7.0,17.8,15.0,10.0,11.2,16.2,51.0,16.0,15.0,31.0,82.0,A
2,2020/2021,8,PDS397,6.0,17.2,15.0,10.0,12.0,17.0,50.2,17.0,11.0,28.0,78.2,A-
2,2020/2021,8,PDS398,8.0,17.6,15.0,10.0,13.3,18.3,53.9,17.0,14.0,31.0,84.9,A
2,2020/2021,8,PDS399,7.5,16.4,15.0,10.0,12.9,17.9,51.8,16.0,8.0,24.0,75.8,A-
2,2020/2021,8,PDS400,6.0,15.6,15.0,10.0,9.3,14.3,45.9,15.0,10.0,25.0,70.9,B+
2,2020/2021,8,PDS401,0.0,14.6,1.0,0.0,13.3,14.3,28.9,16.0,0.0,16.0,44.9,D+
2,2020/2021,8,PDS402,6.5,13.8,15.0,10.0,10.6,15.6,45.9,16.0,11.0,27.0,72.9,B+
2,2020/2021,8,PDS403,7.5,16.2,14.0,9.0,12.9,17.9,50.6,17.0,13.0,30.0,80.6,A
2,2020/2021,8,PDS404,8.0,16.4,14.0,9.0,12.0,17.0,50.4,14.0,7.0,21.0,71.4,B+
2,2020/2021,8,PDS405,9.0,17.2,15.0,10.0,12.9,17.9,54.1,15.0,11.0,26.0,80.1,A
2,2020/2021,8,PDS406,6.5,15.8,15.0,10.0,12.6,17.6,49.9,15.0,16.0,31.0,80.9,A
2,2020/2021,8,PDS407,8.5,13.2,15.0,10.0,11.2,16.2,47.9,14.0,11.0,25.0,72.9,B+
2,2020/2021,8,PDS408,8.0,15.4,14.0,9.0,12.5,17.5,49.9,15.0,10.5,25.5,75.4,A-
2,2020/2021,8,PDS409,7.0,16.4,15.0,10.0,12.5,17.5,50.9,16.0,13.5,29.5,80.4,A
2,2020/2021,8,PDS410,7.5,14.0,11.0,6.0,11.2,16.2,43.7,19.0,14.0,33.0,76.7,A-
2,2020/2021,8,PDS411,7.5,15.0,15.0,10.0,9.3,14.3,46.8,16.0,16.0,32.0,78.8,A-
2,2020/2021,8,PDS412,8.5,15.8,15.0,10.0,12.3,17.3,51.6,17.0,11.5,28.5,80.1,A
2,2020/2021,8,PDS413,7.0,17.6,14.0,9.0,13.3,18.3,51.9,16.0,13.0,29.0,80.9,A
2,2020/2021,8,PDS414,7.0,15.6,15.0,10.0,10.3,15.3,47.9,18.0,13.0,31.0,78.9,A-
2,2020/2021,8,PDS415,8.0,16.8,15.0,10.0,13.3,18.3,53.1,17.0,16.0,33.0,86.1,A
2,2020/2021,8,PDS416,10.0,19.6,15.0,10.0,12.3,17.3,56.9,17.0,16.5,33.5,90.4,A+
2,2020/2021,8,PDS417,0.0,13.2,7.0,2.0,12.6,17.6,32.8,11.0,9.0,20.0,52.8,C
2,2020/2021,8,PDS418,6.0,12.4,10.0,5.0,11.2,16.2,39.6,15.0,7.0,22.0,61.6,B-
2,2020/2021,8,PDS419,7.0,14.0,15.0,10.0,12.0,17.0,48.0,15.0,12.0,27.0,75.0,A-
2,2020/2021,8,PDS420,8.0,14.2,15.0,10.0,12.9,17.9,50.1,15.5,17.0,32.5,82.6,A
2,2020/2021,8,PDS421,9.0,16.8,13.0,8.0,12.6,17.6,51.4,14.5,18.0,32.5,83.9,A
2,2020/2021,8,PDS422,7.0,17.2,15.0,10.0,11.6,16.6,50.8,17.0,10.0,27.0,77.8,A-
2,2020/2021,8,PDS423,7.5,16.6,15.0,10.0,13.3,18.3,52.4,16.0,15.0,31.0,83.4,A
2,2020/2021,8,PDS424,9.0,13.4,14.0,9.0,11.2,16.2,47.6,14.0,14.0,28.0,75.6,A-
2,2020/2021,8,PDS425,6.5,19.6,15.0,10.0,13.3,18.3,54.4,18.0,16.0,34.0,88.4,A
2,2020/2021,8,PDS426,7.5,17.2,15.0,10.0,12.0,17.0,51.7,17.0,11.5,28.5,80.2,A
2,2020/2021,8,PDS427,6.5,18.4,15.0,10.0,11.6,16.6,51.5,19.0,14.0,33.0,84.5,A
2,2020/2021,8,PDS428,8.0,18.4,15.0,10.0,11.6,16.6,53.0,18.0,12.0,30.0,83.0,A
2,2020/2021,8,PDS429,9.0,9.6,11.0,6.0,13.3,18.3,42.9,20.0,10.0,30.0,72.9,B+
2,2020/2021,8,PDS430,7.0,15.0,15.0,10.0,12.6,17.6,49.6,18.0,9.0,27.0,76.6,A-
2,2020/2021,8,PDS431,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,F
2,2020/2021,8,PDS432,9.0,13.2,15.0,10.0,10.3,15.3,47.5,15.5,15.0,30.5,78.0,A-
2,2020/2021,8,PDS433,6.0,11.8,0.0,0.0,0.0,0.0,17.8,16.5,0.0,16.5,34.3,F
2,2020/2021,8,PDS434,7.0,17.4,15.0,10.0,10.6,15.6,50.0,16.5,9.0,25.5,75.5,A-
2,2020/2021,8,PDS435,7.0,15.4,15.0,10.0,13.3,18.3,50.7,17.0,17.0,34.0,84.7,A
2,2020/2021,8,PDS436,6.0,15.6,14.0,9.0,10.6,15.6,46.2,16.0,6.0,22.0,68.2,B
2,2020/2021,8,PDS437,8.0,14.8,14.0,9.0,11.2,16.2,48.0,17.5,17.0,34.5,82.5,A
2,2020/2021,8,PDS438,8.5,15.6,15.0,10.0,11.6,16.6,50.7,18.0,8.0,26.0,76.7,A-
2,2020/2021,8,PDS439,8.0,16.0,15.0,10.0,12.3,17.3,51.3,19.0,14.0,33.0,84.3,A
2,2020/2021,8,PDS440,6.0,14.4,14.0,9.0,12.3,17.3,46.7,16.5,13.5,30.0,76.7,A-
2,2020/2021,8,PDS441,7.0,15.2,15.0,10.0,12.3,17.3,49.5,16.0,16.0,32.0,81.5,A
2,2020/2021,8,PDS442,8.5,18.0,15.0,10.0,13.3,18.3,54.8,16.0,16.0,32.0,86.8,A
2,2020/2021,8,PDS443,7.5,17.6,14.0,9.0,13.3,18.3,52.4,17.0,14.0,31.0,83.4,A
2,2020/2021,8,PDS444,9.0,14.8,15.0,10.0,13.3,18.3,52.1,17.5,18.0,35.5,87.6,A
2,2020/2021,8,PDS445,6.0,15.8,6.0,1.0,12.3,17.3,40.1,16.0,10.0,26.0,66.1,B
2,2020/2021,8,PDS446,7.5,15.6,15.0,10.0,13.3,18.3,51.4,16.0,13.0,29.0,80.4,A
2,2020/2021,8,PDS447,7.5,15.8,15.0,10.0,11.2,16.2,49.5,16.0,12.0,28.0,77.5,A-
1,2021/2022,9,PDS448,9.0,12.0,7.0,7.0,18.0,18.0,46.0,17.0,14.0,31.0,77.0,A-
1,2021/2022,9,PDS449,8.5,19.0,10.0,10.0,15.0,15.0,52.5,16.0,17.0,33.0,85.5,A
1,2021/2022,9,PDS450,6.5,15.0,5.0,5.0,16.0,16.0,42.5,12.0,13.0,25.0,67.5,B
1,2021/2022,9,PDS451,9.0,14.0,9.0,9.0,15.0,15.0,47.0,15.0,13.0,28.0,75.0,A-
1,2021/2022,9,PDS452,8.0,20.0,10.0,10.0,17.0,17.0,55.0,18.0,15.0,33.0,88.0,A
1,2021/2022,9,PDS453,8.0,14.0,10.0,10.0,16.0,16.0,48.0,9.0,13.0,22.0,70.0,B+
1,2021/2022,9,PDS454,8.0,19.0,10.0,10.0,15.0,15.0,52.0,16.0,12.0,28.0,80.0,A
1,2021/2022,9,PDS455,7.5,20.0,10.0,10.0,17.0,17.0,54.5,18.0,12.0,30.0,84.5,A
1,2021/2022,9,PDS456,9.0,17.0,10.0,10.0,15.0,15.0,51.0,18.0,15.0,33.0,84.0,A
1,2021/2022,9,PDS457,9.0,14.0,10.0,10.0,14.0,14.0,47.0,18.0,15.0,33.0,80.0,A
1,2021/2022,9,PDS458,8.0,17.0,10.0,10.0,15.0,15.0,50.0,17.0,14.0,31.0,81.0,A
1,2021/2022,9,PDS459,7.0,17.0,10.0,10.0,18.0,18.0,52.0,15.0,10.0,25.0,77.0,A-
1,2021/2022,9,PDS460,9.0,20.0,10.0,10.0,17.0,17.0,56.0,17.0,18.0,35.0,91.0,A+
1,2021/2022,9,PDS461,8.0,13.0,10.0,10.0,18.0,18.0,49.0,16.0,15.0,31.0,80.0,A
1,2021/2022,9,PDS462,7.0,16.0,10.0,10.0,14.0,14.0,47.0,15.0,10.0,25.0,72.0,B+
1,2021/2022,9,PDS463,0.0,14.0,2.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,F
1,2021/2022,9,PDS464,8.0,15.0,4.0,4.0,15.0,15.0,42.0,16.0,10.0,26.0,68.0,B
1,2021/2022,9,PDS465,9.0,16.0,9.0,9.0,14.0,14.0,48.0,14.0,13.0,27.0,75.0,A-
1,2021/2022,9,PDS466,8.0,12.0,8.0,8.0,15.0,15.0,43.0,15.0,12.0,27.0,70.0,B+
1,2021/2022,9,PDS467,8.5,13.0,8.0,8.0,15.0,15.0,44.5,16.0,16.0,32.0,76.5,A-
1,2021/2022,9,PDS468,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,F
1,2021/2022,9,PDS469,8.0,14.0,10.0,10.0,17.0,17.0,49.0,13.0,14.0,27.0,76.0,A-
1,2021/2022,9,PDS470,7.0,16.0,4.0,4.0,18.0,18.0,45.0,12.0,13.0,25.0,70.0,B+
1,2021/2022,9,PDS471,7.0,17.0,10.0,10.0,18.0,18.0,52.0,12.0,12.0,24.0,76.0,A-
1,2021/2022,9,PDS472,9.0,18.0,10.0,10.0,15.0,15.0,52.0,18.0,16.0,34.0,86.0,A
1,2021/2022,9,PDS473,10.0,19.0,10.0,10.0,17.0,17.0,56.0,17.0,15.0,32.0,88.0,A
1,2021/2022,9,PDS474,8.5,15.0,10.0,10.0,14.0,14.0,47.5,15.0,8.0,23.0,70.5,B+
1,2021/2022,9,PDS475,8.0,18.0,10.0,10.0,18.0,18.0,54.0,16.0,10.0,26.0,80.0,A
1,2021/2022,9,PDS476,9.0,11.0,6.0,6.0,15.0,15.0,41.0,14.0,10.0,24.0,65.0,B
1,2021/2022,9,PDS477,8.0,18.0,10.0,10.0,14.0,14.0,50.0,17.0,14.0,31.0,81.0,A
1,2021/2022,9,PDS478,9.0,13.0,10.0,10.0,17.0,17.0,49.0,11.0,10.0,21.0,70.0,B+
1,2021/2022,9,PDS479,8.5,18.0,10.0,10.0,18.0,18.0,54.5,14.0,15.0,29.0,83.5,A
1,2021/2022,9,PDS480,9.0,17.0,10.0,10.0,17.0,17.0,53.0,16.0,15.0,31.0,84.0,A
1,2021/2022,9,PDS481,10.0,16.0,10.0,10.0,14.0,14.0,50.0,13.0,8.0,21.0,71.0,B+
1,2021/2022,9,PDS482,10.0,17.0,10.0,10.0,14.0,14.0,51.0,18.0,17.0,35.0,86.0,A
1,2021/2022,9,PDS483,8.0,14.0,10.0,10.0,18.0,18.0,50.0,15.0,15.0,30.0,80.0,A
1,2021/2022,9,PDS484,8.0,15.0,10.0,10.0,14.0,14.0,47.0,12.0,13.0,25.0,72.0,B+
1,2021/2022,9,PDS485,9.0,15.0,6.0,6.0,17.0,17.0,47.0,14.0,0.0,14.0,61.0,B-
1,2021/2022,9,PDS486,9.0,17.0,10.0,10.0,15.0,15.0,51.0,19.0,16.0,35.0,86.0,A
1,2021/2022,9,PDS487,7.5,20.0,10.0,10.0,17.0,17.0,54.5,18.0,16.0,34.0,88.5,A
1,2021/2022,9,PDS488,7.0,17.0,10.0,10.0,17.0,17.0,51.0,13.0,13.0,26.0,77.0,A-
1,2021/2022,9,PDS489,10.0,18.0,10.0,10.0,18.0,18.0,56.0,18.0,16.0,34.0,90.0,A+
1,2021/2022,9,PDS490,9.5,14.0,10.0,10.0,18.0,18.0,51.5,15.0,10.0,25.0,76.5,A-
1,2021/2022,9,PDS491,9.0,16.0,10.0,10.0,16.0,16.0,51.0,14.0,16.0,30.0,81.0,A
1,2021/2022,9,PDS492,8.5,19.0,10.0,10.0,17.0,17.0,54.5,15.0,16.0,31.0,85.5,A
1,2021/2022,9,PDS493,9.0,15.0,10.0,10.0,14.0,14.0,48.0,17.0,15.0,32.0,80.0,A
1,2021/2022,9,PDS494,7.0,14.0,10.0,10.0,18.0,18.0,49.0,13.0,8.0,21.0,70.0,B+
1,2021/2022,9,PDS495,7.0,16.0,8.0,8.0,15.0,15.0,46.0,15.0,10.0,25.0,71.0,B+
1,2021/2022,9,PDS496,7.0,16.0,10.0,10.0,18.0,18.0,51.0,18.0,14.0,32.0,83.0,A
1,2021/2022,9,PDS497,9.0,16.0,10.0,10.0,16.0,16.0,51.0,16.0,14.0,30.0,81.0,A
1,2021/2022,9,PDS498,7.5,18.0,9.0,9.0,18.0,18.0,52.5,10.0,10.0,20.0,72.5,B+
1,2021/2022,9,PDS499,8.0,20.0,10.0,10.0,17.0,17.0,55.0,15.0,15.0,30.0,85.0,A
1,2021/2022,9,PDS500,8.0,19.0,10.0,10.0,17.0,17.0,54.0,17.0,16.0,33.0,87.0,A
1,2021/2022,9,PDS501,8.0,14.0,10.0,10.0,18.0,18.0,50.0,15.0,11.0,26.0,76.0,A-
1,2021/2022,9,PDS502,8.5,18.0,10.0,10.0,15.0,15.0,51.5,17.0,16.0,33.0,84.5,A
1,2021/2022,9,PDS503,10.0,14.0,8.0,8.0,14.0,14.0,46.0,15.0,9.0,24.0,70.0,B+
1,2021/2022,9,PDS504,8.0,17.0,10.0,10.0,16.0,16.0,51.0,12.0,15.0,27.0,78.0,A-
